draw_date,weekday,number_1,number_2,number_3,number_4,number_5,jackpot_text,jackpot_amount,rule_version,source_url
2000-10-11,Wednesday,5,8,12,26,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-10-12,Thursday,6,14,21,22,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-10-13,Friday,4,19,23,25,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-10-14,Saturday,10,12,15,20,24,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-10-15,Sunday,5,9,16,17,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-10-16,Monday,8,11,27,31,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-10-17,Tuesday,5,19,22,25,28,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-10-18,Wednesday,7,17,18,34,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-10-19,Thursday,2,14,30,31,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-10-20,Friday,3,12,23,33,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-10-21,Saturday,9,14,24,35,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-10-22,Sunday,3,6,19,26,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-10-23,Monday,1,2,21,23,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-10-24,Tuesday,6,7,16,38,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-10-25,Wednesday,12,19,20,25,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-10-26,Thursday,1,3,12,20,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-10-27,Friday,7,12,16,34,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-10-28,Saturday,2,15,19,29,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-10-29,Sunday,10,17,21,25,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-10-30,Monday,4,15,16,27,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-10-31,Tuesday,17,23,24,36,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-01,Wednesday,2,3,7,24,28,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-02,Thursday,23,25,26,36,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-03,Friday,13,14,16,33,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-04,Saturday,1,4,14,25,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-05,Sunday,2,18,20,23,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-06,Monday,1,6,13,16,18,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-07,Tuesday,1,9,22,25,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-08,Wednesday,2,7,15,16,30,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-09,Thursday,7,15,21,28,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-10,Friday,8,9,18,23,26,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-11,Saturday,14,23,25,29,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-12,Sunday,5,8,13,15,24,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-13,Monday,20,21,23,25,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-14,Tuesday,9,23,27,28,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-15,Wednesday,9,14,24,31,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-16,Thursday,11,21,27,33,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-17,Friday,3,16,21,31,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-18,Saturday,6,11,12,18,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-19,Sunday,4,10,27,32,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-20,Monday,8,21,22,24,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-21,Tuesday,3,10,20,21,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-22,Wednesday,10,24,26,27,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-23,Thursday,1,6,13,36,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-24,Friday,1,10,21,32,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-25,Saturday,9,14,24,31,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-26,Sunday,6,20,23,30,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-27,Monday,15,18,26,30,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-28,Tuesday,7,15,18,29,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-29,Wednesday,22,27,28,29,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-11-30,Thursday,1,31,34,35,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-01,Friday,2,22,24,29,30,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-02,Saturday,2,4,10,17,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-03,Sunday,5,8,14,36,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-04,Monday,15,16,29,32,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-05,Tuesday,1,2,23,24,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-06,Wednesday,2,9,21,28,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-07,Thursday,10,18,24,26,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-08,Friday,2,15,19,26,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-09,Saturday,2,26,29,38,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-10,Sunday,13,19,25,27,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-11,Monday,1,11,28,29,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-12,Tuesday,2,3,9,16,27,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-13,Wednesday,11,33,35,37,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-14,Thursday,2,19,20,25,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-15,Friday,6,21,29,37,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-16,Saturday,3,6,13,23,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-17,Sunday,4,11,19,25,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-18,Monday,12,15,18,20,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-19,Tuesday,2,4,21,25,28,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-20,Wednesday,6,13,15,16,19,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-21,Thursday,13,20,22,25,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-22,Friday,20,21,24,33,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-23,Saturday,5,15,19,35,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-24,Sunday,2,8,9,22,26,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-25,Monday,5,8,16,28,29,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-26,Tuesday,7,11,23,25,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-27,Wednesday,1,12,14,22,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-28,Thursday,5,14,17,29,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-29,Friday,8,9,11,31,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-30,Saturday,7,14,20,32,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2000-12-31,Sunday,1,8,9,17,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2000
2001-01-01,Monday,3,6,11,17,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-02,Tuesday,3,16,20,23,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-03,Wednesday,2,11,17,29,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-04,Thursday,1,6,22,29,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-05,Friday,19,22,27,28,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-06,Saturday,4,7,12,21,25,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-07,Sunday,9,11,15,20,26,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-08,Monday,5,9,18,38,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-09,Tuesday,3,6,24,26,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-10,Wednesday,20,22,26,36,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-11,Thursday,1,12,15,21,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-12,Friday,1,6,20,27,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-13,Saturday,4,7,20,21,25,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-14,Sunday,3,14,23,27,28,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-15,Monday,2,3,8,12,25,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-16,Tuesday,5,10,21,24,29,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-17,Wednesday,6,10,24,36,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-18,Thursday,2,5,15,21,26,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-19,Friday,4,15,23,32,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-20,Saturday,8,14,22,31,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-21,Sunday,5,9,29,34,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-22,Monday,2,5,6,7,9,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-23,Tuesday,1,10,21,25,28,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-24,Wednesday,7,8,20,24,26,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-25,Thursday,3,11,24,33,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-26,Friday,5,6,10,33,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-27,Saturday,1,5,20,21,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-28,Sunday,7,8,10,16,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-29,Monday,3,31,33,34,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-30,Tuesday,3,7,17,19,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-01-31,Wednesday,2,12,14,25,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-01,Thursday,13,27,28,33,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-02,Friday,2,9,11,30,31,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-03,Saturday,2,13,14,28,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-04,Sunday,5,18,34,35,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-05,Monday,6,8,17,32,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-06,Tuesday,1,11,20,22,23,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-07,Wednesday,3,6,10,20,22,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-08,Thursday,2,22,24,35,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-09,Friday,3,11,14,36,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-10,Saturday,1,3,5,12,13,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-11,Sunday,3,10,15,35,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-12,Monday,10,16,23,30,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-13,Tuesday,16,18,19,32,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-14,Wednesday,1,7,19,24,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-15,Thursday,2,6,9,32,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-16,Friday,4,10,14,21,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-17,Saturday,1,2,19,31,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-18,Sunday,9,17,18,23,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-19,Monday,8,15,25,35,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-20,Tuesday,3,9,28,34,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-21,Wednesday,1,4,6,8,26,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-22,Thursday,9,10,20,35,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-23,Friday,7,22,23,27,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-24,Saturday,4,9,12,17,27,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-25,Sunday,10,11,18,30,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-26,Monday,4,6,18,20,21,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-27,Tuesday,26,31,33,34,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-02-28,Wednesday,4,10,15,18,24,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-01,Thursday,6,8,11,13,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-02,Friday,14,16,29,30,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-03,Saturday,2,3,6,22,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-04,Sunday,5,7,20,35,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-05,Monday,9,15,21,24,29,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-06,Tuesday,15,30,34,36,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-07,Wednesday,3,4,26,29,31,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-08,Thursday,1,6,15,23,24,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-09,Friday,1,10,26,33,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-10,Saturday,6,15,25,27,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-11,Sunday,7,14,15,18,19,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-12,Monday,4,7,9,10,17,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-13,Tuesday,2,7,12,15,29,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-14,Wednesday,3,21,25,35,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-15,Thursday,5,23,27,30,31,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-16,Friday,2,19,21,35,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-17,Saturday,1,6,10,14,22,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-18,Sunday,1,8,18,27,31,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-19,Monday,14,16,17,18,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-20,Tuesday,2,24,26,28,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-21,Wednesday,1,4,9,20,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-22,Thursday,10,24,32,33,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-23,Friday,12,20,28,29,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-24,Saturday,7,19,21,27,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-25,Sunday,1,7,9,19,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-26,Monday,3,18,22,34,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-27,Tuesday,2,15,20,26,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-28,Wednesday,6,9,11,24,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-29,Thursday,2,3,6,8,21,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-30,Friday,2,20,24,35,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-03-31,Saturday,3,5,15,25,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-04-01,Sunday,12,13,19,24,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-04-02,Monday,5,10,14,31,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-04-03,Tuesday,2,4,10,14,25,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-04-04,Wednesday,16,19,27,35,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-04-05,Thursday,17,19,27,29,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-04-06,Friday,1,11,20,21,28,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-04-07,Saturday,13,17,24,33,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-04-08,Sunday,12,19,24,25,28,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-04-09,Monday,1,7,19,23,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-04-10,Tuesday,3,10,13,23,25,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-04-11,Wednesday,9,22,24,26,29,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-04-12,Thursday,1,4,12,15,23,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-04-13,Friday,1,9,12,13,31,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-04-14,Saturday,2,9,26,28,30,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-04-15,Sunday,1,12,13,23,31,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-04-16,Monday,10,11,12,13,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-04-17,Tuesday,2,14,16,28,29,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-04-18,Wednesday,5,22,26,27,31,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
2001-04-19,Thursday,11,18,20,38,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/2001
